date,simple_v1,paper_v1,paper_v2
2025-11-28,0.00337900,0.00160800,0.00028700
2025-12-01,0.00060400,-0.01026400,-0.00376000
2025-12-02,0.00257800,0.00111200,0.00009200
2025-12-03,-0.00097800,-0.00291500,-0.00347700
2025-12-04,0.00199500,0.00240900,0.00503300
2025-12-05,0.00056700,0.00247100,0.00512000
2025-12-08,-0.00785200,0.00025600,-0.00026900
2025-12-09,0.00070300,-0.00417700,-0.00188600
2025-12-10,-0.00156200,0.00133600,0.00257000
2025-12-11,-0.00368100,-0.00016600,-0.00112000
2025-12-12,0.00213300,-0.00276300,0.00668500
2025-12-15,0.00520400,0.00365200,-0.00180600
2025-12-16,0.00212000,0.00037100,0.00612900
2025-12-17,-0.00113300,-0.00135300,-0.00333800
2025-12-18,0.00261700,0.00532000,-0.00415000
2025-12-19,0.00078400,0.00410200,-0.00019900
2025-12-22,0.00668000,0.00879500,0.00881400
2025-12-23,0.00108800,-0.00232500,-0.00421400
2025-12-24,-0.00081200,0.00285000,-0.00050100
2025-12-25,0.00379500,0.00228100,-0.00061000
2025-12-26,0.00392400,0.00394100,-0.00115200
2025-12-29,0.00513600,-0.00484100,0.00070700
2025-12-30,0.00468000,0.00140700,0.00373800
2026-01-05,0.00345000,0.00689500,0.00020700
2026-01-06,0.00916600,-0.00061600,0.00470900
2026-01-07,0.00816600,0.00101000,0.00131500
2026-01-08,-0.00577100,-0.00034500,0.00658200
2026-01-09,-0.00098400,0.00077300,-0.00103200
2026-01-13,0.00632700,-0.00024100,0.00233600
2026-01-14,-0.00298400,-0.00480000,-0.00581500
2026-01-15,-0.00189900,-0.00408200,0.00432400
2026-01-16,0.00157400,0.00069800,0.00484300
2026-01-19,0.00764600,0.00501700,-0.00608500
2026-01-20,0.00321300,-0.00003500,-0.00780000
2026-01-21,-0.00225200,-0.00344400,-0.00602400
2026-01-22,0.00157700,-0.00420600,-0.00051300
2026-01-23,0.00197200,0.00311800,0.00054500
2026-01-26,0.00117800,-0.00120000,-0.00058800
2026-01-27,0.00182800,-0.00213500,-0.00922800
2026-01-28,-0.00030200,-0.00166000,-0.01092700
2026-01-29,-0.00065700,-0.00186200,0.00125200
2026-01-30,0.00047800,0.00513600,-0.00627400
2026-02-02,-0.00245500,-0.00079600,0.00939900
2026-02-03,0.00116500,-0.00091700,-0.00719800
2026-02-04,0.01819700,-0.00196100,0.00127100
2026-02-05,-0.01015300,0.00336000,-0.01378300
2026-02-06,-0.00180700,-0.00304300,-0.01020400
2026-02-09,-0.00093600,-0.00393300,-0.00261400
2026-02-10,0.00101700,0.00675800,0.00868900
2026-02-12,0.00367200,0.00785700,-0.00004500
2026-02-13,0.00209800,0.00373300,0.01679200
2026-02-16,0.00072800,0.00043000,0.00423700
2026-02-17,0.00268700,0.00560500,0.00364200
2026-02-18,-0.00460300,-0.00032000,0.00283400
2026-02-19,-0.00522900,0.00192300,0.00245500
2026-02-20,0.00199400,0.00196300,-0.00235800
2026-02-24,0.00545500,-0.00628700,-0.00432300
2026-02-25,0.00510200,0.00234500,0.00042900
2026-02-26,0.00474800,-0.00235600,0.00277000
2026-02-27,-0.00154200,-0.00032600,0.00539600
